,Unnamed: 0,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_x,traveltime_x,studytime_x,failures_x,schoolsup_x,famsup_x,paid_x,activities_x,nursery,higher_x,internet,romantic_x,famrel_x,freetime_x,goout_x,Dalc_x,Walc_x,health_x,absences_x,G1_x,G2_x,G3_x,guardian_y,traveltime_y,studytime_y,failures_y,schoolsup_y,famsup_y,paid_y,activities_y,higher_y,romantic_y,famrel_y,freetime_y,goout_y,Dalc_y,Walc_y,health_y,absences_y,G1_y,G2_y,G3_y
288,288,0,1,18,0,0,1,1,1,5,5,3,0,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4,8,9,0,0,2,2,0,1,0,0,1,1,0,5,4,4,1,1,4,0,12,13,0
289,289,0,1,18,0,0,1,1,1,5,5,3,0,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4,8,9,0,0,2,3,0,0,0,0,1,1,0,4,5,5,1,2,2,0,14,14,1
289,289,0,1,18,0,0,1,1,1,5,5,3,0,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4,8,9,0,0,2,3,0,0,0,0,1,1,0,4,5,5,1,2,2,0,14,14,1
290,290,0,1,17,0,0,1,2,2,5,5,0,0,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4,10,9,0,0,1,2,0,0,1,0,0,1,0,5,4,5,1,2,5,12,12,12,1
290,290,0,1,17,0,0,1,2,2,5,5,0,0,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4,10,9,0,0,1,2,0,0,1,0,0,1,0,5,4,5,1,2,5,12,12,12,1
291,291,0,0,17,0,0,1,1,1,5,5,2,1,1,2,0,0,0,1,0,0,1,1,0,4,3,3,1,2,4,2,12,10,0,1,1,2,0,0,0,0,0,1,0,4,3,3,1,2,4,0,12,12,0
292,292,0,1,18,0,0,1,2,2,0,0,1,0,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,18,18,1,0,1,3,0,0,1,0,0,1,0,4,3,3,1,2,2,0,18,18,1
292,292,0,1,18,0,0,1,2,2,0,0,1,0,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,18,18,1,0,1,3,0,0,1,0,0,1,0,4,3,3,1,2,2,0,18,18,1
293,293,0,1,17,0,0,1,1,1,4,3,2,0,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6,13,12,0,0,1,3,0,0,1,0,0,1,0,4,3,3,1,1,3,0,13,13,1
293,293,0,1,17,0,0,1,1,1,4,3,2,0,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6,13,12,0,0,1,3,0,0,1,0,0,1,0,4,3,3,1,1,3,0,13,13,1
294,294,0,0,18,0,0,1,2,1,4,4,2,0,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6,15,14,1,0,1,3,0,0,0,0,1,1,0,4,2,4,1,3,2,0,14,15,1
294,294,0,0,18,0,0,1,2,1,4,4,2,0,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6,15,14,1,0,1,3,0,0,0,0,1,1,0,4,2,4,1,3,2,0,14,15,1
295,295,0,0,18,0,1,0,4,4,3,3,2,0,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9,15,13,1,0,1,2,0,0,1,0,1,1,0,5,4,3,1,1,2,0,17,17,1
295,295,0,0,18,0,1,0,4,4,3,3,2,0,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9,15,13,1,0,1,2,0,0,1,0,1,1,0,5,4,3,1,1,2,0,17,17,1
296,296,0,0,18,0,0,1,4,2,3,5,3,0,1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11,12,11,0,0,1,2,0,0,1,0,1,1,1,4,3,2,1,4,5,2,15,16,1
296,296,0,0,18,0,0,1,4,2,3,5,3,0,1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11,12,11,0,0,1,2,0,0,1,0,1,1,1,4,3,2,1,4,5,2,15,16,1
297,297,0,1,17,0,0,1,4,3,1,4,2,0,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0,15,15,1,0,1,3,0,0,1,0,0,1,0,4,2,2,1,2,3,0,17,18,1
297,297,0,1,17,0,0,1,4,3,1,4,2,0,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0,15,15,1,0,1,3,0,0,1,0,0,1,0,4,2,2,1,2,3,0,17,18,1
298,298,0,1,17,1,1,1,3,1,4,5,2,0,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,18,18,1,0,2,4,0,0,1,0,0,1,0,3,1,2,1,1,3,0,18,19,1
298,298,0,1,17,1,1,1,3,1,4,5,2,0,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,18,18,1,0,2,4,0,0,1,0,0,1,0,3,1,2,1,1,3,0,18,19,1
299,299,0,0,18,1,1,1,3,2,4,5,2,0,2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8,14,13,1,0,2,3,0,0,1,0,1,1,0,5,4,2,1,1,4,0,14,15,1
299,299,0,0,18,1,1,1,3,2,4,5,2,0,2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8,14,13,1,0,2,3,0,0,1,0,1,1,0,5,4,2,1,1,4,0,14,15,1
300,300,0,0,17,0,0,1,3,3,1,5,3,0,1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4,14,12,0,0,1,1,0,0,1,0,0,1,0,4,4,3,1,3,5,0,14,15,1
300,300,0,0,17,0,0,1,3,3,1,5,3,0,1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4,14,12,0,0,1,1,0,0,1,0,0,1,0,4,4,3,1,3,5,0,14,15,1
301,301,0,1,19,0,0,1,4,4,1,5,2,2,2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,3,2,0,10,9,0,2,2,2,0,0,1,0,1,1,0,2,3,4,2,3,2,2,14,13,0
302,302,0,1,18,0,1,1,4,3,5,5,3,2,2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10,10,8,0,2,2,2,0,0,1,0,0,1,1,4,4,5,1,2,2,0,13,14,1
302,302,0,1,18,0,1,1,4,3,5,5,3,2,2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10,10,8,0,2,2,2,0,0,1,0,0,1,1,4,4,5,1,2,2,0,13,14,1
303,303,0,1,18,0,0,1,4,3,5,5,2,1,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,14,13,1,1,1,4,0,0,1,0,0,1,0,4,3,3,1,1,3,0,16,17,1
303,303,0,1,18,0,0,1,4,3,5,5,2,1,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,14,13,1,1,1,4,0,0,1,0,0,1,0,4,3,3,1,1,3,0,16,17,1
304,304,0,0,18,0,1,1,4,4,3,3,3,0,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5,16,15,1,0,1,1,0,0,1,0,0,1,1,1,4,2,2,2,1,0,18,18,1
304,304,0,0,18,0,1,1,4,4,3,3,3,0,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5,16,15,1,0,1,1,0,0,1,0,0,1,1,1,4,2,2,2,1,0,18,18,1
305,305,0,1,18,0,1,0,4,4,1,5,3,0,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14,12,10,0,0,1,2,0,0,1,1,0,1,1,4,2,4,1,1,4,0,14,15,1
305,305,0,1,18,0,1,0,4,4,1,5,3,0,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14,12,10,0,0,1,2,0,0,1,1,0,1,1,4,2,4,1,1,4,0,14,15,1
306,306,0,0,17,0,1,1,4,4,5,3,3,1,2,1,0,0,0,1,0,1,1,1,0,4,1,1,2,2,5,0,11,11,0,1,2,1,0,0,0,0,0,1,0,4,1,1,2,2,5,0,12,13,0
307,307,0,1,17,0,0,1,4,2,5,5,2,0,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,15,12,1,0,2,3,0,0,1,0,0,1,0,4,3,3,1,1,3,0,16,16,1
307,307,0,1,17,0,0,1,4,2,5,5,2,0,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,15,12,1,0,2,3,0,0,1,0,0,1,0,4,3,3,1,1,3,0,16,16,1
308,308,0,1,17,0,0,1,3,2,1,1,2,1,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,17,17,1,1,1,4,0,0,1,0,1,1,0,5,2,2,1,2,5,0,18,18,1
308,308,0,1,17,0,0,1,3,2,1,1,2,1,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,17,17,1,1,1,4,0,0,1,0,1,1,0,5,2,2,1,2,5,0,18,18,1
309,309,0,0,20,0,0,0,3,2,4,5,0,2,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,17,18,1,2,1,1,2,0,0,0,1,1,0,5,5,3,1,1,5,0,14,15,1
309,309,0,0,20,0,0,0,3,2,4,5,0,2,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,17,18,1,2,1,1,2,0,0,0,1,1,0,5,5,3,1,1,5,0,14,15,1
310,310,0,0,19,1,0,1,3,3,5,4,2,1,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,15,12,0,1,1,2,0,0,0,0,1,1,1,4,5,3,1,2,5,0,10,10,0
311,311,0,1,18,0,0,1,2,1,4,5,0,0,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,2,1,0,8,8,0,0,2,2,0,0,1,0,1,1,0,5,3,3,1,2,1,2,12,12,1
311,311,0,1,18,0,0,1,2,1,4,5,0,0,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,2,1,0,8,8,0,0,2,2,0,0,1,0,1,1,0,5,3,3,1,2,1,2,12,12,1
312,312,0,1,18,0,0,1,4,3,5,5,0,0,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9,9,10,0,0,1,3,0,0,1,0,1,1,1,4,3,4,1,1,5,2,14,15,1
312,312,0,1,18,0,0,1,4,3,5,5,0,0,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9,9,10,0,0,1,3,0,0,1,0,1,1,1,4,3,4,1,1,5,2,14,15,1
313,313,0,1,17,1,0,1,3,4,0,4,0,1,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,11,11,0,1,1,3,0,0,1,0,1,1,0,4,3,4,2,5,5,2,15,15,1
313,313,0,1,17,1,0,1,3,4,0,4,0,1,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,11,11,0,1,1,3,0,0,1,0,1,1,0,4,3,4,2,5,5,2,15,15,1
314,314,0,1,18,0,0,1,4,4,3,5,0,0,1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2,11,11,0,0,1,2,0,0,1,0,0,1,0,4,4,4,3,3,5,0,12,11,0
315,315,0,1,17,0,0,0,4,3,4,4,0,0,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,13,13,0,0,1,2,0,0,1,0,0,1,1,5,2,2,1,2,5,14,15,14,1
315,315,0,1,17,0,0,0,4,3,4,4,0,0,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,13,13,0,0,1,2,0,0,1,0,0,1,1,5,2,2,1,2,5,14,15,14,1
316,316,0,1,17,0,0,1,2,2,5,5,0,0,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12,11,9,0,0,1,2,0,0,1,0,0,1,1,4,2,2,1,1,3,4,14,13,0
317,317,0,1,17,1,1,1,2,2,4,4,0,0,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3,11,11,0,0,1,3,0,0,1,0,1,1,0,3,3,2,2,2,3,0,11,11,0
318,318,0,1,17,0,0,1,3,1,4,4,0,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,12,14,1,1,1,3,0,0,1,0,0,1,0,3,4,3,2,3,5,0,17,18,1
318,318,0,1,17,0,0,1,3,1,4,4,0,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,12,14,1,1,1,3,0,0,1,0,0,1,0,3,4,3,2,3,5,0,17,18,1
319,319,0,1,17,0,1,1,0,2,0,0,3,1,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,16,15,1,1,2,3,0,0,0,0,0,1,0,3,3,3,2,3,2,0,14,14,1
319,319,0,1,17,0,1,1,0,2,0,0,3,1,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,16,15,1,1,2,3,0,0,0,0,0,1,0,3,3,3,2,3,2,0,14,14,1
320,320,0,0,18,0,0,1,4,4,5,5,0,0,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3,9,12,0,0,1,3,0,0,0,0,1,1,0,4,3,3,2,2,3,0,13,14,0
321,321,0,0,17,0,0,1,3,3,5,4,2,0,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,14,15,1,0,1,1,0,0,0,0,1,1,0,4,3,5,3,5,5,0,17,18,1
321,321,0,0,17,0,0,1,3,3,5,4,2,0,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,14,15,1,0,1,1,0,0,0,0,1,1,0,4,3,5,3,5,5,0,17,18,1
322,322,0,0,17,1,0,1,2,2,4,5,0,0,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,8,11,10,0,0,4,1,0,0,1,0,0,1,0,4,4,5,5,5,4,2,11,10,0
323,323,0,1,17,0,0,1,4,4,3,4,0,0,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7,10,9,0,0,1,2,0,0,1,1,0,1,1,5,3,1,1,4,5,2,11,11,0
324,324,0,1,17,0,0,1,4,4,3,4,0,0,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7,10,9,0,0,1,3,0,0,1,0,1,1,0,5,4,4,1,3,4,0,13,12,0
325,325,0,1,17,0,0,1,4,4,3,3,0,0,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4,14,14,1,0,2,3,0,0,1,0,0,1,1,4,3,3,1,2,4,4,15,14,1
325,325,0,1,17,0,0,1,4,4,3,3,0,0,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4,14,14,1,0,2,3,0,0,1,0,0,1,1,4,3,3,1,2,4,4,15,14,1
326,326,0,0,18,0,1,1,2,2,5,5,0,0,1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2,9,8,0,0,1,4,0,0,1,1,1,1,0,4,5,5,2,4,5,0,11,11,0
327,327,0,1,17,1,0,1,2,4,0,5,0,1,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,12,14,1,1,1,3,0,0,1,0,0,1,1,4,4,3,1,1,5,0,15,15,1
327,327,0,1,17,1,0,1,2,4,0,5,0,1,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,12,14,1,1,1,3,0,0,1,0,0,1,1,4,4,3,1,1,5,0,15,15,1
328,328,0,1,18,0,0,1,3,3,4,4,3,0,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0,7,0,0,0,1,2,0,0,0,0,1,1,0,5,3,4,1,1,4,8,10,11,0
329,329,0,1,18,0,1,1,2,2,5,5,3,2,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,8,8,0,2,1,2,0,0,0,0,1,1,1,4,3,3,1,1,2,0,10,9,0
330,330,0,1,18,1,0,1,2,2,0,5,0,0,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,10,9,0,0,2,4,0,0,0,0,1,1,0,4,4,4,1,1,4,6,14,13,1
330,330,0,1,18,1,0,1,2,2,0,5,0,0,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,10,9,0,0,2,4,0,0,0,0,1,1,0,4,4,4,1,1,4,6,14,13,1
331,331,0,1,17,0,0,1,3,4,4,5,0,0,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,16,15,1,0,1,3,0,0,0,0,0,1,0,4,4,5,1,3,5,8,11,13,1
331,331,0,1,17,0,0,1,3,4,4,5,0,0,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,16,15,1,0,1,3,0,0,0,0,0,1,0,4,4,5,1,3,5,8,11,13,1
332,332,0,1,17,0,0,1,3,2,5,5,3,0,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0,7,8,0,0,1,2,0,0,1,0,0,1,1,4,3,2,2,3,2,0,12,13,1
332,332,0,1,17,0,0,1,3,2,5,5,3,0,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0,7,8,0,0,1,2,0,0,1,0,0,1,1,4,3,2,2,3,2,0,12,13,1
333,333,0,1,18,0,1,1,3,3,4,4,3,0,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,16,15,1,0,1,4,0,0,1,0,0,1,0,5,3,3,1,1,1,4,14,14,1
333,333,0,1,18,0,1,1,3,3,4,4,3,0,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,16,15,1,0,1,4,0,0,1,0,0,1,0,5,3,3,1,1,1,4,14,14,1
334,334,0,1,17,1,0,0,3,2,5,5,3,0,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4,9,10,0,0,1,2,0,0,1,0,0,1,0,4,3,3,2,3,2,0,14,14,1
334,334,0,1,17,1,0,0,3,2,5,5,3,0,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4,9,10,0,0,1,2,0,0,1,0,0,1,0,4,3,3,2,3,2,0,14,14,1
335,335,0,0,18,0,1,1,3,4,4,5,3,0,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,16,15,1,0,1,2,0,0,0,0,1,1,1,4,3,3,1,3,5,6,16,16,1
335,335,0,0,18,0,1,1,3,4,4,5,3,0,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,16,15,1,0,1,2,0,0,0,0,1,1,1,4,3,3,1,3,5,6,16,16,1
336,336,0,1,17,0,0,0,2,2,0,0,3,1,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,9,8,0,1,1,2,0,0,1,0,0,1,1,3,3,1,1,2,4,18,10,12,1
336,336,0,1,17,0,0,0,2,2,0,0,3,1,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,9,8,0,1,1,2,0,0,1,0,0,1,1,3,3,1,1,2,4,18,10,12,1
337,337,0,1,18,0,0,1,2,3,0,5,0,0,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4,11,10,0,0,1,3,0,0,1,0,0,1,0,4,3,3,1,2,3,0,11,12,1
337,337,0,1,18,0,0,1,2,3,0,5,0,0,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4,11,10,0,0,1,3,0,0,1,0,0,1,0,4,3,3,1,2,3,0,11,12,1
338,338,0,1,18,0,0,1,3,2,5,4,1,0,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,13,13,1,0,1,3,0,0,0,0,0,1,1,5,4,3,2,3,1,4,14,16,1
338,338,0,1,18,0,0,1,3,2,5,4,1,0,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,13,13,1,0,1,3,0,0,0,0,0,1,1,5,4,3,2,3,1,4,14,16,1
339,339,0,0,18,1,0,1,4,3,3,4,0,0,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,16,15,1,0,1,3,0,0,0,0,0,1,1,5,3,2,1,2,4,4,15,14,1
339,339,0,0,18,1,0,1,4,3,3,4,0,0,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,16,15,1,0,1,3,0,0,0,0,0,1,1,5,3,2,1,2,4,4,15,14,1
340,340,0,0,18,0,0,1,4,3,3,5,0,0,1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0,10,10,0,0,1,3,0,0,1,0,0,1,1,5,4,5,2,3,5,0,14,13,1
340,340,0,0,18,0,0,1,4,3,3,5,0,0,1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0,10,10,0,0,1,3,0,0,1,0,0,1,1,5,4,5,2,3,5,0,14,13,1
341,341,0,1,17,0,0,1,4,3,1,5,2,0,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,13,15,1,0,1,3,0,0,1,0,1,1,1,4,4,3,1,3,4,0,11,12,0
342,342,1,0,18,1,0,1,3,2,5,5,0,0,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10,11,13,0,0,2,1,0,0,1,0,0,1,0,2,5,5,5,5,5,8,9,10,0
343,343,1,0,19,1,0,1,1,1,5,4,3,2,3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,8,7,0,2,3,2,1,0,0,0,0,1,0,5,4,4,3,3,2,8,10,9,0
344,344,1,0,17,0,0,1,3,3,1,5,0,0,2,2,0,0,1,1,0,1,1,1,0,4,5,4,2,3,3,2,13,13,0,0,2,2,1,0,1,0,0,1,0,4,5,4,2,3,3,4,8,9,0
345,345,1,0,18,0,1,1,1,3,0,4,0,0,1,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,7,8,7,0,0,1,1,0,0,0,0,0,0,1,4,3,3,2,3,3,0,9,10,0
346,346,1,0,19,1,0,1,1,1,5,5,3,2,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,8,8,0,2,3,1,1,0,1,0,0,1,0,4,4,4,3,3,5,4,8,9,0
347,347,1,0,17,1,0,1,4,3,4,5,3,0,2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,13,11,0,0,2,2,1,0,1,1,1,1,1,4,5,5,1,3,2,4,10,11,0
348,348,1,1,18,0,0,1,3,3,4,4,0,1,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,10,9,0,1,1,2,0,0,1,0,0,1,1,5,3,4,1,1,5,0,10,10,0
349,349,1,1,17,1,0,1,4,4,3,4,1,1,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4,12,13,0,1,2,2,0,0,1,1,1,1,0,4,3,3,1,2,5,2,12,12,0
350,350,1,1,17,0,1,0,3,2,4,5,2,0,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,12,12,0,0,2,2,0,0,0,0,0,1,1,1,2,3,1,2,5,0,15,14,1
350,350,1,1,17,0,1,0,3,2,4,5,2,0,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,12,12,0,0,2,2,0,0,0,0,0,1,1,1,2,3,1,2,5,0,15,14,1
351,351,1,0,18,0,1,1,1,1,5,4,3,1,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,10,10,0,1,2,1,0,0,0,0,0,1,1,3,3,2,1,2,3,2,14,13,1
351,351,1,0,18,0,1,1,1,1,5,4,3,1,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,10,10,0,1,2,1,0,0,0,0,0,1,1,3,3,2,1,2,3,2,14,13,1
352,352,1,1,18,0,1,1,1,1,0,4,0,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,18,16,1,1,2,3,0,0,0,0,0,1,0,5,3,2,1,1,4,0,19,17,1
352,352,1,1,18,0,1,1,1,1,0,4,0,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,18,16,1,1,2,3,0,0,0,0,0,1,0,5,3,2,1,1,4,0,19,17,1
353,353,1,1,18,0,0,1,3,3,4,4,1,0,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0,11,11,0,0,2,2,0,0,1,0,0,1,1,4,3,2,1,3,3,6,13,12,0
354,354,1,1,17,0,1,1,4,4,0,0,0,0,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,16,15,1,0,1,2,0,0,1,0,1,1,1,2,3,4,1,1,1,4,15,14,1
354,354,1,1,17,0,1,1,4,4,0,0,0,0,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,16,15,1,0,1,2,0,0,1,0,1,1,1,2,3,4,1,1,1,4,15,14,1
355,355,1,1,17,1,0,1,1,2,5,4,0,1,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,12,11,0,1,2,2,0,0,0,0,0,1,0,3,2,2,1,2,3,0,13,13,0
356,356,1,0,18,1,0,1,1,3,0,5,0,0,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,4,10,10,0,0,2,2,0,0,1,1,0,1,0,3,3,4,2,4,3,0,8,10,0
357,357,1,0,18,0,1,1,4,4,3,4,1,0,2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0,13,13,0,0,2,3,0,0,0,0,0,1,1,4,2,2,2,2,5,0,15,16,1
357,357,1,0,18,0,1,1,4,4,3,4,1,0,2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0,13,13,0,0,2,3,0,0,0,0,0,1,1,4,2,2,2,2,5,0,15,16,1
358,358,1,1,17,1,0,1,1,1,5,4,2,0,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0,7,6,0,0,3,1,1,0,1,0,0,1,1,5,2,1,1,2,1,0,8,8,0
359,359,1,1,18,0,0,1,2,3,0,4,0,1,2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0,11,10,0,1,2,1,0,0,1,0,0,1,1,5,2,3,1,2,4,0,10,10,0
360,360,1,1,18,1,0,1,4,4,5,3,1,1,3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10,14,12,0,1,3,2,0,0,1,0,0,1,1,3,2,2,4,2,5,0,7,5,0
361,361,1,0,18,1,1,1,1,2,0,4,1,1,3,1,0,0,1,1,1,1,0,1,1,4,3,3,2,3,3,3,14,12,0,1,3,1,0,0,1,0,1,0,1,4,3,3,2,3,3,3,9,10,0
362,362,1,1,17,0,0,1,2,2,5,0,3,0,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,13,11,0,0,1,3,0,0,0,0,1,1,1,3,4,3,1,1,3,8,10,11,0
363,363,1,1,17,1,0,1,1,2,5,5,0,0,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,6,5,0,0,1,1,0,0,0,0,1,1,0,3,5,5,1,3,1,4,7,8,0
364,364,1,1,18,1,1,1,4,4,5,5,2,0,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,19,18,1,0,2,3,0,0,0,0,0,1,0,5,4,4,1,1,1,0,15,17,1
364,364,1,1,18,1,1,1,4,4,5,5,2,0,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,19,18,1,0,2,3,0,0,0,0,0,1,0,5,4,4,1,1,1,0,15,17,1
365,365,1,1,18,1,0,1,1,1,5,5,3,0,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2,8,8,0,0,4,3,0,0,0,0,0,1,0,4,3,2,1,2,4,4,10,11,0
366,366,1,1,18,1,1,1,4,4,3,4,0,0,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4,8,9,0,0,1,2,0,0,0,0,1,1,0,5,4,3,3,4,2,1,13,14,1
366,366,1,1,18,1,1,1,4,4,3,4,0,0,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4,8,9,0,0,1,2,0,0,0,0,1,1,0,5,4,3,3,4,2,1,13,14,1
